,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
21105,"Then an assistant of the dancer ( usually a woman ) , or even the dancer himself , puts a glass of wine on the bottom of the inside perimeter of the sieve .","['Then', 'an', 'assistant', 'of', 'the', 'dancer', '(', 'usually', 'a', 'woman', ')', ',', 'or', 'even', 'the', 'dancer', 'himself', ',', 'puts', 'a', 'glass', 'of', 'wine', 'on', 'the', 'bottom', 'of', 'the', 'inside', 'perimeter', 'of', 'the', 'sieve', '.']",dancer,himself,15,16,male,-1,1,1,wikipedia,10
21106,"The author made splenectomy on 15 rats , but on other 15 rats after splenectomy he performed autotransplantation of 1/3 of the spleen in omentum majus .","['The', 'author', 'made', 'splenectomy', 'on', '15', 'rats', ',', 'but', 'on', 'other', '15', 'rats', 'after', 'splenectomy', 'he', 'performed', 'autotransplantation', 'of', '1/3', 'of', 'the', 'spleen', 'in', 'omentum', 'majus', '.']",author,he,1,15,male,-1,14,1,pubmed,11
21107,"The book offers insights into both , the author and his subjects .","['The', 'book', 'offers', 'insights', 'into', 'both', ',', 'the', 'author', 'and', 'his', 'subjects', '.']",author,his,8,10,male,-1,2,1,wikipedia,20
21108,"It was the hang - out of artists and expatriate Americans and the place where Canadian writer Morley Callaghan came with his friend Ernest Hemingway , both still unpublished writers , and met the already - established F. Scott Fitzgerald .","['It', 'was', 'the', 'hang', '-', 'out', 'of', 'artists', 'and', 'expatriate', 'Americans', 'and', 'the', 'place', 'where', 'Canadian', 'writer', 'Morley', 'Callaghan', 'came', 'with', 'his', 'friend', 'Ernest', 'Hemingway', ',', 'both', 'still', 'unpublished', 'writers', ',', 'and', 'met', 'the', 'already', '-', 'established', 'F.', 'Scott', 'Fitzgerald', '.']",writer,his,16,21,male,-1,5,1,wikipedia,15
21109,"This was initially denied by his private secretary , who stated that he simply gone to India on business , and expected to return for the opening of parliament .","['This', 'was', 'initially', 'denied', 'by', 'his', 'private', 'secretary', ',', 'who', 'stated', 'that', 'he', 'simply', 'gone', 'to', 'India', 'on', 'business', ',', 'and', 'expected', 'to', 'return', 'for', 'the', 'opening', 'of', 'parliament', '.']",secretary,he,7,12,male,-1,5,2,wikipedia,4
21110,The accountant said that he had heard of other bounty hunters accepting offers .,"['The', 'accountant', 'said', 'that', 'he', 'had', 'heard', 'of', 'other', 'bounty', 'hunters', 'accepting', 'offers', '.']",accountant,he,1,4,male,-1,3,1,wikipedia,4
21111,"The author describes his experience with various methods of breast augmentation over the past 20 years , with particular reference to the fate of dermofat grafts .","['The', 'author', 'describes', 'his', 'experience', 'with', 'various', 'methods', 'of', 'breast', 'augmentation', 'over', 'the', 'past', '20', 'years', ',', 'with', 'particular', 'reference', 'to', 'the', 'fate', 'of', 'dermofat', 'grafts', '.']",author,his,1,3,male,-1,2,1,pubmed,17
21112,"When Kiselyov placed an order with Heliade for the printing of official documents , including the "" Regulament "" , the writer and his family were made prosperous by the sales .","['When', 'Kiselyov', 'placed', 'an', 'order', 'with', 'Heliade', 'for', 'the', 'printing', 'of', 'official', 'documents', ',', 'including', 'the', '""', 'Regulament', '""', ',', 'the', 'writer', 'and', 'his', 'family', 'were', 'made', 'prosperous', 'by', 'the', 'sales', '.']",writer,his,21,23,male,-1,2,1,wikipedia,20
21113,"In his treatise written for The New York Review of Science Fiction , fellow author Stephen R. Donaldson has also praised Erikson for his approach to the fantasy genre , the subversion of classical tropes , the complex characterizations , the social commentary — pointing explicitly to parallels between the fictional Letheras Economy and the US Economy — and has compared him to the likes of Joseph Conrad , Henry James , William Faulkner , and Fyodor Dostoevsky .","['In', 'his', 'treatise', 'written', 'for', 'The', 'New', 'York', 'Review', 'of', 'Science', 'Fiction', ',', 'fellow', 'author', 'Stephen', 'R.', 'Donaldson', 'has', 'also', 'praised', 'Erikson', 'for', 'his', 'approach', 'to', 'the', 'fantasy', 'genre', ',', 'the', 'subversion', 'of', 'classical', 'tropes', ',', 'the', 'complex', 'characterizations', ',', 'the', 'social', 'commentary', '—', 'pointing', 'explicitly', 'to', 'parallels', 'between', 'the', 'fictional', 'Letheras', 'Economy', 'and', 'the', 'US', 'Economy', '—', 'and', 'has', 'compared', 'him', 'to', 'the', 'likes', 'of', 'Joseph', 'Conrad', ',', 'Henry', 'James', ',', 'William', 'Faulkner', ',', 'and', 'Fyodor', 'Dostoevsky', '.']",author,his,14,23,male,-1,9,3,wikipedia,15
21114,"Marco Antonio , Jacqueline , Veronica and Lucia Pinochet ; his personal secretary , Monica Ananias ; and his former aide Oscar Aitken on tax evasion and falsification charges stemming from the Riggs Bank investigation .","['Marco', 'Antonio', ',', 'Jacqueline', ',', 'Veronica', 'and', 'Lucia', 'Pinochet', ';', 'his', 'personal', 'secretary', ',', 'Monica', 'Ananias', ';', 'and', 'his', 'former', 'aide', 'Oscar', 'Aitken', 'on', 'tax', 'evasion', 'and', 'falsification', 'charges', 'stemming', 'from', 'the', 'Riggs', 'Bank', 'investigation', '.']",secretary,his,12,18,male,-1,6,2,wikipedia,20
21115,"Jack Falahee portrayed Connor Walsh , the ruthless student who found himself in a situation where his boyfriend Oliver Hampton , played by Conrad Ricamora , had received news of having HIV .","['Jack', 'Falahee', 'portrayed', 'Connor', 'Walsh', ',', 'the', 'ruthless', 'student', 'who', 'found', 'himself', 'in', 'a', 'situation', 'where', 'his', 'boyfriend', 'Oliver', 'Hampton', ',', 'played', 'by', 'Conrad', 'Ricamora', ',', 'had', 'received', 'news', 'of', 'having', 'HIV', '.']",student,himself,8,11,male,-1,3,2,wikipedia,3
21116,"He also states that Baron "" is the first author taken notice of by Phillips in his "" Theatrum Poetarum , "" or his transcriber , Mr. Winstanley , in his "" Lives of the English Poets ; "" and though neither of them give any other account of our author but what they collected from my former catalogue , printed 1680 , yet , through a mistake in the method of that catalogue , they have ascrib'd many anonymous plays to the foregoing writers , which belonged not to them . ""","['He', 'also', 'states', 'that', 'Baron', '""', 'is', 'the', 'first', 'author', 'taken', 'notice', 'of', 'by', 'Phillips', 'in', 'his', '""', 'Theatrum', 'Poetarum', ',', '""', 'or', 'his', 'transcriber', ',', 'Mr.', 'Winstanley', ',', 'in', 'his', '""', 'Lives', 'of', 'the', 'English', 'Poets', ';', '""', 'and', 'though', 'neither', 'of', 'them', 'give', 'any', 'other', 'account', 'of', 'our', 'author', 'but', 'what', 'they', 'collected', 'from', 'my', 'former', 'catalogue', ',', 'printed', '1680', ',', 'yet', ',', 'through', 'a', 'mistake', 'in', 'the', 'method', 'of', 'that', 'catalogue', ',', 'they', 'have', ""ascrib'd"", 'many', 'anonymous', 'plays', 'to', 'the', 'foregoing', 'writers', ',', 'which', 'belonged', 'not', 'to', 'them', '.', '""']",author,his,9,16,male,-1,7,4,wikipedia,14
21117,"The "" Hernesniemi 's 1001 and more microneurosurgical videos "" project aims to show the microsurgical style developed by the senior author and his TEAMs in more than 40 years of experience .","['The', '""', 'Hernesniemi', ""'s"", '1001', 'and', 'more', 'microneurosurgical', 'videos', '""', 'project', 'aims', 'to', 'show', 'the', 'microsurgical', 'style', 'developed', 'by', 'the', 'senior', 'author', 'and', 'his', 'TEAMs', 'in', 'more', 'than', '40', 'years', 'of', 'experience', '.']",author,his,21,23,male,-1,2,1,pubmed,20
21118,"A student and friend of Marceli Handelsman , Manteuffel dedicated his life to history - as a student , teacher , scholar and activist .","['A', 'student', 'and', 'friend', 'of', 'Marceli', 'Handelsman', ',', 'Manteuffel', 'dedicated', 'his', 'life', 'to', 'history', '-', 'as', 'a', 'student', ',', 'teacher', ',', 'scholar', 'and', 'activist', '.']",student,his,1,10,male,-1,9,1,wikipedia,21
21119,Browne said that an assistant had prepared the written agreement and he had not known about it .,"['Browne', 'said', 'that', 'an', 'assistant', 'had', 'prepared', 'the', 'written', 'agreement', 'and', 'he', 'had', 'not', 'known', 'about', 'it', '.']",assistant,he,4,11,male,-1,7,1,wikipedia,11
21120,"In his album review , the author , Christoph Lindemann , stated : "" Trio reminded me of punk , of Schlager music but at the same time , it sounded like everyone 's first attempt at singing when they were young .","['In', 'his', 'album', 'review', ',', 'the', 'author', ',', 'Christoph', 'Lindemann', ',', 'stated', ':', '""', 'Trio', 'reminded', 'me', 'of', 'punk', ',', 'of', 'Schlager', 'music', 'but', 'at', 'the', 'same', 'time', ',', 'it', 'sounded', 'like', 'everyone', ""'s"", 'first', 'attempt', 'at', 'singing', 'when', 'they', 'were', 'young', '.']",author,his,6,1,male,-1,5,1,wikipedia,14
21121,"The author has been fortunate enough to be part of this development for more than three decades , sharing his professional life between clinical practice and research .","['The', 'author', 'has', 'been', 'fortunate', 'enough', 'to', 'be', 'part', 'of', 'this', 'development', 'for', 'more', 'than', 'three', 'decades', ',', 'sharing', 'his', 'professional', 'life', 'between', 'clinical', 'practice', 'and', 'research', '.']",author,his,1,19,male,-1,18,1,pubmed,17
21122,"His parents worked for Yorkshire Bank , his mother as a cashier and his father as a middle - manager in the same branch .","['His', 'parents', 'worked', 'for', 'Yorkshire', 'Bank', ',', 'his', 'mother', 'as', 'a', 'cashier', 'and', 'his', 'father', 'as', 'a', 'middle', '-', 'manager', 'in', 'the', 'same', 'branch', '.']",cashier,his,11,13,male,-1,2,3,wikipedia,20
21123,The Passios anonymous author claims that he used an earlier life in Old English as his source .,"['The', 'Passios', 'anonymous', 'author', 'claims', 'that', 'he', 'used', 'an', 'earlier', 'life', 'in', 'Old', 'English', 'as', 'his', 'source', '.']",author,he,3,6,male,-1,3,2,wikipedia,4
21124,"His teacher Gongsun Sheng comes to his aid and defeats Qiao , sealing the fall of Tian Hu .","['His', 'teacher', 'Gongsun', 'Sheng', 'comes', 'to', 'his', 'aid', 'and', 'defeats', 'Qiao', ',', 'sealing', 'the', 'fall', 'of', 'Tian', 'Hu', '.']",teacher,his,1,6,male,-1,5,2,wikipedia,15
21125,"One account of his death is that a clerk , who was offended when Yi refused to share a gold nugget with him , replaced his chestnut antidote with willow bark , causing Yi to die due to the centipede juice he drank .","['One', 'account', 'of', 'his', 'death', 'is', 'that', 'a', 'clerk', ',', 'who', 'was', 'offended', 'when', 'Yi', 'refused', 'to', 'share', 'a', 'gold', 'nugget', 'with', 'him', ',', 'replaced', 'his', 'chestnut', 'antidote', 'with', 'willow', 'bark', ',', 'causing', 'Yi', 'to', 'die', 'due', 'to', 'the', 'centipede', 'juice', 'he', 'drank', '.']",clerk,his,8,25,male,-1,17,4,wikipedia,21
21126,"An army clerk transposed his first two names ; with Willkie unwilling to invest the time to have the bureaucracy correct it , he kept his name as Wendell Lewis Willkie .","['An', 'army', 'clerk', 'transposed', 'his', 'first', 'two', 'names', ';', 'with', 'Willkie', 'unwilling', 'to', 'invest', 'the', 'time', 'to', 'have', 'the', 'bureaucracy', 'correct', 'it', ',', 'he', 'kept', 'his', 'name', 'as', 'Wendell', 'Lewis', 'Willkie', '.']",clerk,his,2,4,male,-1,2,3,wikipedia,21
21127,"Author Gore Vidal noted in his memoir "" Palimpsest "" that White , "" almost invariably got the ( television ) parts that my friend Joanne Woodward wanted .","['Author', 'Gore', 'Vidal', 'noted', 'in', 'his', 'memoir', '""', 'Palimpsest', '""', 'that', 'White', ',', '""', 'almost', 'invariably', 'got', 'the', '(', 'television', ')', 'parts', 'that', 'my', 'friend', 'Joanne', 'Woodward', 'wanted', '.']",Author,his,0,5,male,-1,5,1,wikipedia,15
21128,"A student of Socrates , Xenophon is known for his writings and recording the history of his time ( late-5th and early-4th centuries BC ) , in such works as "" Anabasis "" and "" Hellenica "" , which covered the final seven years and the aftermath of the Peloponnesian War ( 431–404 BC ) , thus representing a thematic continuation of Thucydides ' "" History of the Peloponnesian War "" , and then continuing the history of Greece until the end of Sparta 's hegemony around 360 BC .","['A', 'student', 'of', 'Socrates', ',', 'Xenophon', 'is', 'known', 'for', 'his', 'writings', 'and', 'recording', 'the', 'history', 'of', 'his', 'time', '(', 'late-5th', 'and', 'early-4th', 'centuries', 'BC', ')', ',', 'in', 'such', 'works', 'as', '""', 'Anabasis', '""', 'and', '""', 'Hellenica', '""', ',', 'which', 'covered', 'the', 'final', 'seven', 'years', 'and', 'the', 'aftermath', 'of', 'the', 'Peloponnesian', 'War', '(', '431–404', 'BC', ')', ',', 'thus', 'representing', 'a', 'thematic', 'continuation', 'of', 'Thucydides', ""'"", '""', 'History', 'of', 'the', 'Peloponnesian', 'War', '""', ',', 'and', 'then', 'continuing', 'the', 'history', 'of', 'Greece', 'until', 'the', 'end', 'of', 'Sparta', ""'s"", 'hegemony', 'around', '360', 'BC', '.']",student,his,1,9,male,-1,8,2,wikipedia,1
21129,"Some of his poems have been interpreted by Swedish folk singers Thorstein Bergman and Tor Bergner and are featured on the album "" Langt nol i väla / Dikter av Helmer Grundström "" , along with poems read by the author himself .","['Some', 'of', 'his', 'poems', 'have', 'been', 'interpreted', 'by', 'Swedish', 'folk', 'singers', 'Thorstein', 'Bergman', 'and', 'Tor', 'Bergner', 'and', 'are', 'featured', 'on', 'the', 'album', '""', 'Langt', 'nol', 'i', 'väla', '/', 'Dikter', 'av', 'Helmer', 'Grundström', '""', ',', 'along', 'with', 'poems', 'read', 'by', 'the', 'author', 'himself', '.']",author,himself,40,41,male,-1,1,2,wikipedia,10
21130,"The musical is tied together by a story involving a childless baker and his wife and their quest to begin a family ( the original beginning of The Grimm Brothers ' "" Rapunzel "" ) , their interaction with a witch who has placed a curse on them , and their interaction with other storybook characters during their journey .","['The', 'musical', 'is', 'tied', 'together', 'by', 'a', 'story', 'involving', 'a', 'childless', 'baker', 'and', 'his', 'wife', 'and', 'their', 'quest', 'to', 'begin', 'a', 'family', '(', 'the', 'original', 'beginning', 'of', 'The', 'Grimm', 'Brothers', ""'"", '""', 'Rapunzel', '""', ')', ',', 'their', 'interaction', 'with', 'a', 'witch', 'who', 'has', 'placed', 'a', 'curse', 'on', 'them', ',', 'and', 'their', 'interaction', 'with', 'other', 'storybook', 'characters', 'during', 'their', 'journey', '.']",baker,his,11,13,male,-1,2,1,wikipedia,20
21131,The introduction of randomised decision rules thus creates a larger decision space from which the statistician may choose his decision .,"['The', 'introduction', 'of', 'randomised', 'decision', 'rules', 'thus', 'creates', 'a', 'larger', 'decision', 'space', 'from', 'which', 'the', 'statistician', 'may', 'choose', 'his', 'decision', '.']",statistician,his,15,18,male,-1,3,1,wikipedia,21
21132,"However , Alexander Tiganov , a pupil of Snezhnevsky and full member of the Russian Academy of Medical Sciences , believes his teacher was honest in his diagnosing dissenters .","['However', ',', 'Alexander', 'Tiganov', ',', 'a', 'pupil', 'of', 'Snezhnevsky', 'and', 'full', 'member', 'of', 'the', 'Russian', 'Academy', 'of', 'Medical', 'Sciences', ',', 'believes', 'his', 'teacher', 'was', 'honest', 'in', 'his', 'diagnosing', 'dissenters', '.']",teacher,his,22,26,male,-1,4,2,wikipedia,14
